timestamp,tower_id,active_users,resource_block_util,backhaul_throughput_gbps
1783465735,TOWER_B,78,0.05,0.182
1783465736,TOWER_A,387,0.2253,0.881
1783465737,TOWER_B,78,0.0797,0.224
1783465738,TOWER_A,222,0.1508,0.899
1783465739,TOWER_B,142,0.0621,0.548
1783465740,TOWER_A,179,0.1018,0.875
1783465741,TOWER_B,95,0.0674,0.461
1783465742,TOWER_A,376,0.2105,0.796
1783465743,TOWER_B,58,0.05,0.163
1783465744,TOWER_A,452,0.236,1.691
1783465745,TOWER_B,81,0.0575,0.259
1783465746,TOWER_A,496,0.3141,2.429
1783465747,TOWER_B,62,0.05,0.274
1783465748,TOWER_A,434,0.2221,1.369
1783465749,TOWER_B,102,0.0792,0.428
1783465750,TOWER_A,154,0.0902,0.36
1783465751,TOWER_B,124,0.0611,0.504
1783465752,TOWER_A,214,0.115,1.067
1783465753,TOWER_B,147,0.0788,0.7
1783465754,TOWER_A,384,0.2284,0.994
1783465755,TOWER_B,103,0.0618,0.459
1783465756,TOWER_A,264,0.1161,1.27
1783465757,TOWER_B,78,0.05,0.191
1783465758,TOWER_A,468,0.2967,1.24
1783465759,TOWER_B,100,0.0777,0.444
1783465760,TOWER_A,395,0.2445,1.709
1783465761,TOWER_B,125,0.0527,0.363
1783465762,TOWER_A,498,0.2839,1.382
1783465763,TOWER_B,98,0.0734,0.272
1783465764,TOWER_A,166,0.0937,0.415
1783465765,TOWER_B,144,0.1037,0.386
1783465766,TOWER_A,456,0.2362,1.199
1783465767,TOWER_B,90,0.0543,0.435
1783465768,TOWER_A,186,0.0915,0.501
1783465769,TOWER_B,135,0.1045,0.591
1783465770,TOWER_A,493,0.2728,1.643
1783465771,TOWER_B,139,0.073,0.545
1783465772,TOWER_A,368,0.1817,0.786
1783465773,TOWER_B,61,0.0505,0.247
1783465774,TOWER_A,286,0.1677,0.996
1783465775,TOWER_B,84,0.05,0.227
1783465776,TOWER_A,395,0.2315,0.871
1783465777,TOWER_B,53,0.0509,0.11
1783465778,TOWER_A,187,0.1079,0.914
1783465779,TOWER_B,94,0.0611,0.463
1783465780,TOWER_A,400,0.2331,1.277
1783465781,TOWER_B,98,0.05,0.327
1783465782,TOWER_A,202,0.1217,0.624
1783465783,TOWER_B,123,0.05,0.437
1783465784,TOWER_A,495,0.2751,2.363
1783465785,TOWER_B,67,0.05,0.307
1783465786,TOWER_A,458,0.2179,2.12
1783465787,TOWER_B,95,0.0538,0.302
1783465788,TOWER_A,352,0.1885,1.126
1783465789,TOWER_B,132,0.0684,0.465
1783465790,TOWER_A,198,0.1255,0.511
1783465791,TOWER_B,107,0.0975,0.388
1783465792,TOWER_A,271,0.1653,1.31
1783465793,TOWER_B,64,0.05,0.253
1783465794,TOWER_A,475,0.237,1.81
1783465795,TOWER_B,107,0.0868,0.252
1783465796,TOWER_A,165,0.0884,0.541
1783465797,TOWER_B,72,0.05,0.352
1783465798,TOWER_A,418,0.2091,1.116
1783465799,TOWER_B,72,0.05,0.157
1783465800,TOWER_A,385,0.1916,0.891
1783465801,TOWER_B,134,0.0947,0.303
1783465802,TOWER_A,270,0.154,0.96
1783465803,TOWER_B,75,0.0525,0.32
1783465804,TOWER_A,288,0.104,0.795
1783465805,TOWER_B,83,0.0615,0.251
1783465806,TOWER_A,236,0.1437,0.876
1783465807,TOWER_B,90,0.05,0.442
1783465808,TOWER_A,279,0.1301,1.24
1783465809,TOWER_B,126,0.0928,0.506
1783465810,TOWER_A,401,0.2109,1.041
1783465811,TOWER_B,106,0.0791,0.444
1783465812,TOWER_A,499,0.2774,1.004
1783465813,TOWER_B,74,0.05,0.178
1783465814,TOWER_A,424,0.2328,0.923
1783465815,TOWER_B,103,0.05,0.34
1783465816,TOWER_A,450,0.2576,1.66
1783465817,TOWER_B,93,0.05,0.369
1783465818,TOWER_A,196,0.0723,0.409
1783465819,TOWER_B,146,0.0515,0.571
1783465820,TOWER_A,228,0.1085,0.817
1783465821,TOWER_B,141,0.09,0.468
1783465822,TOWER_A,447,0.2324,2.178
1783465823,TOWER_B,62,0.05,0.181
1783465824,TOWER_A,491,0.2905,1.104
1783465825,TOWER_B,103,0.0765,0.377
1783465826,TOWER_A,368,0.2412,1.488
1783465827,TOWER_B,76,0.0516,0.279
1783465828,TOWER_A,260,0.1561,0.88
1783465829,TOWER_B,57,0.05,0.206
1783465830,TOWER_A,376,0.1626,0.812
1783465831,TOWER_B,149,0.0892,0.369
1783465832,TOWER_A,424,0.2082,0.994
1783465833,TOWER_B,92,0.05,0.319
1783465834,TOWER_A,405,0.2017,1.117
1783465835,TOWER_B,119,0.0791,0.29
1783465836,TOWER_A,188,0.1238,0.494
1783465837,TOWER_B,126,0.0732,0.456
1783465838,TOWER_A,284,0.1356,0.982
1783465839,TOWER_B,133,0.0682,0.647
1783465840,TOWER_A,444,0.2749,1.362
1783465841,TOWER_B,104,0.0525,0.435
1783465842,TOWER_A,247,0.1272,0.84
1783465843,TOWER_B,113,0.0898,0.475
1783465844,TOWER_A,183,0.1473,0.48
1783465845,TOWER_B,54,0.05,0.207
1783465846,TOWER_A,217,0.088,0.904
1783465847,TOWER_B,108,0.0615,0.458
1783465848,TOWER_A,340,0.1821,1.661
1783465849,TOWER_B,76,0.0718,0.2
1783465850,TOWER_A,348,0.1677,1.159
1783465851,TOWER_B,68,0.05,0.258
1783465852,TOWER_A,197,0.102,0.564
1783465853,TOWER_B,114,0.0772,0.352
1783465854,TOWER_A,408,0.2055,1.761
1783465855,TOWER_B,117,0.0865,0.329
1783465856,TOWER_A,362,0.1913,1.585
1783465857,TOWER_B,115,0.05,0.551
1783465858,TOWER_A,311,0.1558,1.245
1783465859,TOWER_B,75,0.05,0.353
1783465860,TOWER_A,262,0.1197,0.719
1783465861,TOWER_B,82,0.0841,0.231
1783465862,TOWER_A,286,0.1617,1.156
1783465863,TOWER_B,87,0.0696,0.294
1783465864,TOWER_A,466,0.2507,1.447
1783465865,TOWER_B,56,0.05,0.182
1783465866,TOWER_A,161,0.0733,0.74
1783465867,TOWER_B,142,0.1131,0.526
1783465868,TOWER_A,387,0.2099,1.229
1783465869,TOWER_B,54,0.05,0.263
1783465870,TOWER_A,433,0.215,1.7
1783465871,TOWER_B,58,0.05,0.275
1783465872,TOWER_A,325,0.1551,1.536
1783465873,TOWER_B,62,0.069,0.13
1783465874,TOWER_A,374,0.2034,0.96
1783465875,TOWER_B,89,0.05,0.357
1783465876,TOWER_A,224,0.1903,0.885
1783465877,TOWER_B,97,0.0844,0.337
1783465878,TOWER_A,284,0.1327,1.415
1783465879,TOWER_B,95,0.0797,0.26
1783465880,TOWER_A,231,0.1212,0.549
1783465881,TOWER_B,113,0.0602,0.261
1783465882,TOWER_A,232,0.117,1.095
1783465883,TOWER_B,113,0.0598,0.27
1783465884,TOWER_A,291,0.1496,0.587
1783465885,TOWER_B,78,0.05,0.233
1783465886,TOWER_A,358,0.1905,1.364
1783465887,TOWER_B,67,0.05,0.248
1783465888,TOWER_A,364,0.2123,1.307
1783465889,TOWER_B,79,0.05,0.224
1783465890,TOWER_A,459,0.2846,2.289
1783465891,TOWER_B,123,0.0897,0.386
1783465892,TOWER_A,404,0.2508,1.121
1783465893,TOWER_B,68,0.05,0.335
1783465894,TOWER_A,337,0.1641,1.367
1783465895,TOWER_B,97,0.0595,0.299
1783465896,TOWER_A,396,0.2283,1.026
1783465897,TOWER_B,58,0.05,0.248
1783465898,TOWER_A,404,0.2311,1.874
1783465899,TOWER_B,134,0.05,0.573
1783465900,TOWER_A,472,0.2554,1.797
1783465901,TOWER_B,50,0.05,0.212
1783465902,TOWER_A,311,0.1811,1.099
1783465903,TOWER_B,139,0.093,0.378
1783465904,TOWER_A,494,0.2328,2.279
1783465905,TOWER_B,127,0.05,0.313
1783465906,TOWER_A,316,0.2072,1.205
1783465907,TOWER_B,88,0.05,0.405
1783465908,TOWER_A,227,0.1151,1.129
1783465909,TOWER_B,142,0.0579,0.288
1783465910,TOWER_A,324,0.2033,1.073
1783465911,TOWER_B,104,0.0766,0.409
1783465912,TOWER_A,169,0.087,0.585
1783465913,TOWER_B,101,0.0697,0.406
1783465914,TOWER_A,245,0.1417,0.893
1783465915,TOWER_B,120,0.0728,0.263
1783465916,TOWER_A,329,0.1954,1.146
1783465917,TOWER_B,113,0.0626,0.348
1783465918,TOWER_A,244,0.1252,1.215
1783465919,TOWER_B,73,0.0584,0.246
1783465920,TOWER_A,220,0.1254,0.441
1783465921,TOWER_B,76,0.05,0.226
1783465922,TOWER_A,339,0.1906,1.407
1783465923,TOWER_B,115,0.0515,0.575
1783465924,TOWER_A,281,0.1297,1.061
1783465925,TOWER_B,115,0.0512,0.348
1783465926,TOWER_A,288,0.1644,1.399
1783465927,TOWER_B,111,0.0599,0.55
1783465928,TOWER_A,424,0.2137,1.684
1783465929,TOWER_B,65,0.05,0.229
1783465930,TOWER_A,251,0.1151,0.669
1783465931,TOWER_B,61,0.05,0.126
1783465932,TOWER_A,432,0.2719,1.617
1783465933,TOWER_B,89,0.05,0.368
1783465934,TOWER_A,178,0.1132,0.861
1783465935,TOWER_B,139,0.05,0.305
1783465936,TOWER_A,167,0.1081,0.469
1783465937,TOWER_B,59,0.05,0.248
1783465938,TOWER_A,393,0.2165,0.853
1783465939,TOWER_B,113,0.0768,0.358
1783465940,TOWER_A,324,0.1817,0.898
1783465941,TOWER_B,104,0.0626,0.477
1783465942,TOWER_A,238,0.1342,1.005
1783465943,TOWER_B,128,0.1081,0.322
1783465944,TOWER_A,169,0.0683,0.695
1783465945,TOWER_B,138,0.0738,0.681
1783465946,TOWER_A,475,0.2641,1.431
1783465947,TOWER_B,53,0.05,0.163
1783465948,TOWER_A,167,0.1088,0.407
1783465949,TOWER_B,139,0.0685,0.689
1783465950,TOWER_A,187,0.1202,0.68
1783465951,TOWER_B,72,0.05,0.213
1783465952,TOWER_A,238,0.1249,0.504
1783465953,TOWER_B,98,0.0889,0.353
1783465954,TOWER_A,489,0.235,1.813
1783465955,TOWER_B,53,0.05,0.191
1783465956,TOWER_A,299,0.1941,1.278
1783465957,TOWER_B,50,0.05,0.249
1783465958,TOWER_A,353,0.1955,1.71
1783465959,TOWER_B,114,0.0728,0.354
1783465960,TOWER_A,382,0.1949,1.674
1783465961,TOWER_B,88,0.0602,0.302
1783465962,TOWER_A,253,0.1691,0.611
1783465963,TOWER_B,52,0.05,0.16
1783465964,TOWER_A,260,0.182,0.974
1783465965,TOWER_B,106,0.05,0.356
1783465966,TOWER_A,374,0.2032,0.853
1783465967,TOWER_B,108,0.05,0.293
1783465968,TOWER_A,370,0.1961,1.82
1783465969,TOWER_B,128,0.0813,0.596
1783465970,TOWER_A,175,0.1025,0.47
1783465971,TOWER_B,67,0.05,0.236
1783465972,TOWER_A,213,0.1158,0.757
1783465973,TOWER_B,70,0.05,0.292
1783465974,TOWER_A,403,0.2247,1.787
1783465975,TOWER_B,105,0.0894,0.399
1783465976,TOWER_A,398,0.1902,1.11
1783465977,TOWER_B,101,0.0556,0.45
1783465978,TOWER_A,373,0.2346,1.54
1783465979,TOWER_B,57,0.05,0.254
1783465980,TOWER_A,463,0.2533,0.949
1783465981,TOWER_B,74,0.0644,0.192
1783465982,TOWER_A,280,0.2075,1.37
1783465983,TOWER_B,81,0.0502,0.353
1783465984,TOWER_A,179,0.1064,0.666
1783465985,TOWER_B,119,0.05,0.445
1783465986,TOWER_A,424,0.2428,1.576
1783465987,TOWER_B,89,0.05,0.244
1783465988,TOWER_A,159,0.0951,0.527
1783465989,TOWER_B,133,0.0835,0.664
1783465990,TOWER_A,238,0.1276,0.516
1783465991,TOWER_B,78,0.0693,0.256
1783465992,TOWER_A,296,0.1754,1.155
1783465993,TOWER_B,118,0.0511,0.518
1783465994,TOWER_A,276,0.1287,0.976
1783465995,TOWER_B,84,0.0757,0.184
1783465996,TOWER_A,335,0.2084,1.423
1783465997,TOWER_B,132,0.0789,0.593
1783465998,TOWER_A,273,0.1257,0.974
1783465999,TOWER_B,125,0.0635,0.428
1783466000,TOWER_A,256,0.1527,0.719
1783466001,TOWER_B,82,0.05,0.199
1783466002,TOWER_A,490,0.3099,1.088
1783466003,TOWER_B,148,0.0581,0.371
1783466004,TOWER_A,155,0.0626,0.368
1783466005,TOWER_B,95,0.0572,0.389
1783466006,TOWER_A,200,0.1363,0.582
1783466007,TOWER_B,121,0.05,0.414
1783466008,TOWER_A,463,0.2403,1.837
1783466009,TOWER_B,80,0.05,0.239
1783466010,TOWER_A,285,0.1845,0.734
1783466011,TOWER_B,124,0.0521,0.272
1783466012,TOWER_A,151,0.1172,0.518
1783466013,TOWER_B,117,0.05,0.358
1783466014,TOWER_A,167,0.0714,0.517
1783466015,TOWER_B,89,0.05,0.267
1783466016,TOWER_A,398,0.2302,1.405
1783466017,TOWER_B,118,0.0666,0.476
1783466018,TOWER_A,334,0.1725,1.004
1783466019,TOWER_B,91,0.05,0.241
1783466020,TOWER_A,371,0.2005,1.251
1783466021,TOWER_B,135,0.071,0.522
1783466022,TOWER_A,377,0.1996,1.605
1783466023,TOWER_B,93,0.0784,0.322
1783466024,TOWER_A,497,0.2708,1.019
1783466025,TOWER_B,66,0.0656,0.179
1783466026,TOWER_A,343,0.2006,1.455
1783466027,TOWER_B,69,0.05,0.335
1783466028,TOWER_A,461,0.2732,1.125
1783466029,TOWER_B,125,0.0767,0.573
1783466030,TOWER_A,359,0.1916,1.015
1783466031,TOWER_B,102,0.0663,0.505
1783466032,TOWER_A,448,0.2662,1.825
1783466033,TOWER_B,93,0.0619,0.387
1783466034,TOWER_A,478,0.2359,1.244
1783466035,TOWER_B,66,0.0529,0.242
1783466036,TOWER_A,221,0.1376,0.81
1783466037,TOWER_B,76,0.0591,0.29
1783466038,TOWER_A,266,0.1415,0.677
1783466039,TOWER_B,72,0.05,0.232
1783466040,TOWER_A,413,0.2287,0.827
1783466041,TOWER_B,107,0.0782,0.392
1783466042,TOWER_A,154,0.0566,0.686
1783466043,TOWER_B,118,0.0662,0.563
1783466044,TOWER_A,418,0.1924,1.572
1783466045,TOWER_B,105,0.05,0.231
1783466046,TOWER_A,156,0.1084,0.709
1783466047,TOWER_B,141,0.0836,0.64
1783466048,TOWER_A,170,0.072,0.598
1783466049,TOWER_B,143,0.0923,0.466
1783466050,TOWER_A,186,0.091,0.608
1783466051,TOWER_B,94,0.0606,0.362
1783466052,TOWER_A,322,0.1877,1.535
1783466053,TOWER_B,78,0.0567,0.302
1783466054,TOWER_A,211,0.1353,0.994
1783466055,TOWER_B,63,0.05,0.149
1783466056,TOWER_A,355,0.1926,1.182
1783466057,TOWER_B,57,0.0585,0.131
1783466058,TOWER_A,250,0.1213,0.618
1783466059,TOWER_B,95,0.063,0.446
1783466060,TOWER_A,268,0.1356,0.942
1783466061,TOWER_B,76,0.05,0.168
1783466062,TOWER_A,328,0.2177,1.475
1783466063,TOWER_B,119,0.05,0.473
1783466064,TOWER_A,281,0.1274,0.682
1783466065,TOWER_B,56,0.0593,0.186
1783466066,TOWER_A,491,0.2776,1.345
1783466067,TOWER_B,75,0.05,0.256
1783466068,TOWER_A,224,0.1219,0.923
1783466069,TOWER_B,91,0.05,0.223
1783466070,TOWER_A,439,0.2382,1.571
1783466071,TOWER_B,79,0.071,0.345
1783466072,TOWER_A,194,0.0896,0.395
1783466073,TOWER_B,130,0.0678,0.391
1783466074,TOWER_A,293,0.1413,0.731
1783466075,TOWER_B,55,0.05,0.139
1783466076,TOWER_A,286,0.1458,0.673
1783466077,TOWER_B,116,0.0707,0.242
1783466078,TOWER_A,357,0.1954,0.78
1783466079,TOWER_B,132,0.085,0.488
1783466080,TOWER_A,380,0.238,1.547
1783466081,TOWER_B,132,0.05,0.507
1783466082,TOWER_A,421,0.2368,0.883
1783466083,TOWER_B,103,0.05,0.393
1783466084,TOWER_A,244,0.1366,0.777
1783466085,TOWER_B,137,0.0871,0.571
1783466086,TOWER_A,410,0.2212,1.901
1783466087,TOWER_B,141,0.0862,0.576
1783466088,TOWER_A,276,0.1597,1.041
1783466089,TOWER_B,84,0.0583,0.212
1783466090,TOWER_A,316,0.1515,1.014
1783466091,TOWER_B,84,0.0684,0.239
1783466092,TOWER_A,167,0.0864,0.384
1783466093,TOWER_B,54,0.05,0.174
1783466094,TOWER_A,297,0.1466,1.301
1783466095,TOWER_B,55,0.05,0.232
1783466096,TOWER_A,396,0.2093,1.226
1783466097,TOWER_B,142,0.0617,0.614
1783466098,TOWER_A,279,0.1244,0.927
1783466099,TOWER_B,72,0.05,0.2
1783466100,TOWER_A,445,0.2467,1.371
1783466101,TOWER_B,108,0.0884,0.368
1783466102,TOWER_A,415,0.2332,1.186
1783466103,TOWER_B,100,0.05,0.368
1783466104,TOWER_A,469,0.2394,2.175
1783466105,TOWER_B,111,0.05,0.421
1783466106,TOWER_A,191,0.1009,0.441
1783466107,TOWER_B,81,0.05,0.235
1783466108,TOWER_A,352,0.2066,1.072
1783466109,TOWER_B,50,0.05,0.215
1783466110,TOWER_A,330,0.2111,1.024
1783466111,TOWER_B,98,0.05,0.4
1783466112,TOWER_A,498,0.2542,2.424
1783466113,TOWER_B,147,0.0899,0.685
1783466114,TOWER_A,330,0.1736,0.705
1783466115,TOWER_B,77,0.05,0.219
1783466116,TOWER_A,445,0.2316,1.977
1783466117,TOWER_B,120,0.05,0.427
1783466118,TOWER_A,293,0.1207,1.003
1783466119,TOWER_B,86,0.05,0.379
1783466120,TOWER_A,210,0.0939,0.855
1783466121,TOWER_B,78,0.05,0.243
1783466122,TOWER_A,358,0.1978,1.766
1783466123,TOWER_B,68,0.05,0.277
1783466124,TOWER_A,315,0.1648,1.225
1783466125,TOWER_B,68,0.0596,0.171
1783466126,TOWER_A,449,0.2331,1.396
1783466127,TOWER_B,100,0.0743,0.279
1783466128,TOWER_A,292,0.1893,1.405
1783466129,TOWER_B,133,0.0797,0.359
1783466130,TOWER_A,210,0.109,0.966
1783466131,TOWER_B,64,0.05,0.205
1783466132,TOWER_A,412,0.2443,1.589
1783466133,TOWER_B,73,0.05,0.22
1783466134,TOWER_A,273,0.1995,1.237
1783466135,TOWER_B,110,0.05,0.282
1783466136,TOWER_A,387,0.229,1.489
1783466137,TOWER_B,102,0.0755,0.422
1783466138,TOWER_A,179,0.0666,0.654
1783466139,TOWER_B,121,0.0714,0.319
1783466140,TOWER_A,404,0.2183,1.25
1783466141,TOWER_B,108,0.0536,0.492
1783466142,TOWER_A,239,0.1528,0.542
1783466143,TOWER_B,56,0.05,0.244
1783466144,TOWER_A,288,0.1888,0.979
1783466145,TOWER_B,132,0.05,0.406
1783466146,TOWER_A,497,0.2528,1.11
1783466147,TOWER_B,141,0.0721,0.299
1783466148,TOWER_A,356,0.1853,1.047
1783466149,TOWER_B,125,0.0529,0.531
1783466150,TOWER_A,242,0.0885,1.004
1783466151,TOWER_B,139,0.098,0.429
1783466152,TOWER_A,283,0.1645,1.291
1783466153,TOWER_B,148,0.0925,0.435
1783466154,TOWER_A,353,0.1806,1.417
1783466155,TOWER_B,117,0.076,0.426
1783466156,TOWER_A,456,0.2968,1.076
1783466157,TOWER_B,83,0.0577,0.199
1783466158,TOWER_A,485,0.2695,1.243
1783466159,TOWER_B,56,0.05,0.257
1783466160,TOWER_A,259,0.1685,0.766
1783466161,TOWER_B,103,0.05,0.412
1783466162,TOWER_A,187,0.1017,0.517
1783466163,TOWER_B,140,0.0784,0.393
1783466164,TOWER_A,171,0.1025,0.346
1783466165,TOWER_B,116,0.05,0.362
1783466166,TOWER_A,374,0.168,0.751
1783466167,TOWER_B,146,0.0823,0.523
1783466168,TOWER_A,495,0.3223,1.314
1783466169,TOWER_B,61,0.05,0.183
1783466170,TOWER_A,317,0.1528,1.146
1783466171,TOWER_B,107,0.05,0.448
1783466172,TOWER_A,284,0.1524,0.773
1783466173,TOWER_B,132,0.1049,0.508
1783466174,TOWER_A,259,0.1413,1.011
1783466175,TOWER_B,101,0.0781,0.34
1783466176,TOWER_A,373,0.2112,1.33
1783466177,TOWER_B,130,0.0739,0.589
1783466178,TOWER_A,317,0.156,1.153
1783466179,TOWER_B,105,0.0743,0.33
1783466180,TOWER_A,256,0.1314,0.925
1783466181,TOWER_B,131,0.0953,0.265
1783466182,TOWER_A,173,0.0967,0.359
1783466183,TOWER_B,52,0.05,0.172
1783466184,TOWER_A,446,0.233,1.711
1783466185,TOWER_B,62,0.05,0.161
1783466186,TOWER_A,456,0.2441,1.158
1783466187,TOWER_B,145,0.0815,0.697
1783466188,TOWER_A,360,0.2317,0.745
1783466189,TOWER_B,112,0.05,0.268
1783466190,TOWER_A,320,0.1804,0.934
1783466191,TOWER_B,54,0.0655,0.159
1783466192,TOWER_A,218,0.0975,1.006
1783466193,TOWER_B,74,0.05,0.32
1783466194,TOWER_A,371,0.2233,1.149
1783466195,TOWER_B,135,0.0509,0.561
1783466196,TOWER_A,302,0.1981,1.483
1783466197,TOWER_B,121,0.0924,0.557
1783466198,TOWER_A,499,0.2826,1.828
1783466199,TOWER_B,101,0.05,0.403
1783466200,TOWER_A,430,0.2292,1.161
1783466201,TOWER_B,129,0.0915,0.345
1783466202,TOWER_A,350,0.1871,0.98
1783466203,TOWER_B,145,0.0807,0.321
1783466204,TOWER_A,368,0.245,1.264
1783466205,TOWER_B,54,0.05,0.154
1783466206,TOWER_A,253,0.1452,0.964
1783466207,TOWER_B,149,0.0752,0.609
1783466208,TOWER_A,448,0.2804,1.562
1783466209,TOWER_B,108,0.0806,0.228
1783466210,TOWER_A,464,0.2482,1.783
1783466211,TOWER_B,74,0.05,0.212
1783466212,TOWER_A,459,0.2387,1.116
1783466213,TOWER_B,129,0.0625,0.349
1783466214,TOWER_A,484,0.2534,1.438
1783466215,TOWER_B,137,0.0785,0.472
1783466216,TOWER_A,379,0.2275,1.458
1783466217,TOWER_B,63,0.05,0.153
1783466218,TOWER_A,203,0.0987,0.844
1783466219,TOWER_B,126,0.0579,0.331
1783466220,TOWER_A,338,0.1944,0.824
1783466221,TOWER_B,136,0.0554,0.402
1783466222,TOWER_A,371,0.1764,0.92
1783466223,TOWER_B,101,0.0512,0.486
1783466224,TOWER_A,224,0.126,0.572
1783466225,TOWER_B,74,0.05,0.332
1783466226,TOWER_A,498,0.2745,1.724
1783466227,TOWER_B,140,0.0945,0.669
1783466228,TOWER_A,321,0.2019,1.437
1783466229,TOWER_B,121,0.066,0.529
1783466230,TOWER_A,191,0.1086,0.764
1783466231,TOWER_B,105,0.0951,0.42
1783466232,TOWER_A,306,0.165,1.505
1783466233,TOWER_B,131,0.0644,0.491
1783466234,TOWER_A,484,0.2419,2.32
1783466235,TOWER_B,86,0.0614,0.235
1783466236,TOWER_A,230,0.099,0.617
1783466237,TOWER_B,119,0.0534,0.554
1783466238,TOWER_A,357,0.1781,1.738
1783466239,TOWER_B,55,0.05,0.178
1783466240,TOWER_A,463,0.2875,2.294
1783466241,TOWER_B,74,0.05,0.253
1783466242,TOWER_A,235,0.0987,0.966
1783466243,TOWER_B,69,0.05,0.232
1783466244,TOWER_A,381,0.2318,1.627
1783466245,TOWER_B,72,0.05,0.307
1783466246,TOWER_A,326,0.2038,0.821
1783466247,TOWER_B,106,0.0702,0.353
1783466248,TOWER_A,256,0.158,0.985
1783466249,TOWER_B,102,0.0548,0.291
1783466250,TOWER_A,288,0.1901,1.265
1783466251,TOWER_B,108,0.0763,0.286
1783466252,TOWER_A,251,0.1451,1.135
1783466253,TOWER_B,130,0.0553,0.555
1783466254,TOWER_A,459,0.2761,1.618
1783466255,TOWER_B,145,0.1044,0.721
1783466256,TOWER_A,179,0.1424,0.603
1783466257,TOWER_B,110,0.0601,0.447
1783466258,TOWER_A,343,0.1986,0.954
1783466259,TOWER_B,104,0.0655,0.463
1783466260,TOWER_A,470,0.2222,1.045
1783466261,TOWER_B,129,0.0889,0.34
1783466262,TOWER_A,393,0.228,1.232
1783466263,TOWER_B,69,0.05,0.235
1783466264,TOWER_A,463,0.2409,1.529
1783466265,TOWER_B,52,0.05,0.166
1783466266,TOWER_A,334,0.1983,1.129
1783466267,TOWER_B,114,0.05,0.439
1783466268,TOWER_A,442,0.256,1.645
1783466269,TOWER_B,86,0.05,0.425
1783466270,TOWER_A,396,0.2257,1.954
1783466271,TOWER_B,84,0.0731,0.419
1783466272,TOWER_A,267,0.1589,1.01
1783466273,TOWER_B,65,0.05,0.161
1783466274,TOWER_A,222,0.1127,1.103
1783466275,TOWER_B,53,0.05,0.263
1783466276,TOWER_A,218,0.1206,0.677
1783466277,TOWER_B,52,0.05,0.171
1783466278,TOWER_A,391,0.2141,1.775
1783466279,TOWER_B,66,0.0611,0.235
1783466280,TOWER_A,301,0.1496,0.627
1783466281,TOWER_B,93,0.0587,0.296
1783466282,TOWER_A,468,0.2579,1.608
1783466283,TOWER_B,112,0.0626,0.376
1783466284,TOWER_A,243,0.1311,0.49
1783466285,TOWER_B,147,0.0872,0.473
1783466286,TOWER_A,420,0.2131,2.098
1783466287,TOWER_B,91,0.0618,0.293
1783466288,TOWER_A,378,0.2012,1.463
1783466289,TOWER_B,147,0.0853,0.308
1783466290,TOWER_A,179,0.1042,0.463
1783466291,TOWER_B,66,0.05,0.164
1783466292,TOWER_A,262,0.141,1.012
1783466293,TOWER_B,73,0.05,0.324
1783466294,TOWER_A,484,0.258,1.451
1783466295,TOWER_B,86,0.05,0.334
1783466296,TOWER_A,297,0.1305,0.867
1783466297,TOWER_B,51,0.05,0.115
1783466298,TOWER_A,206,0.1366,0.536
1783466299,TOWER_B,63,0.05,0.247
1783466300,TOWER_A,326,0.1964,0.728
1783466301,TOWER_B,59,0.05,0.258
1783466302,TOWER_A,461,0.2444,1.06
1783466303,TOWER_B,64,0.05,0.138
1783466304,TOWER_A,205,0.1201,0.815
1783466305,TOWER_B,86,0.05,0.186
1783466306,TOWER_A,414,0.2195,1.977
1783466307,TOWER_B,107,0.0871,0.447
1783466308,TOWER_A,386,0.2169,1.48
1783466309,TOWER_B,95,0.05,0.371
1783466310,TOWER_A,427,0.1951,1.827
1783466311,TOWER_B,102,0.0855,0.352
1783466312,TOWER_A,226,0.144,0.722
1783466313,TOWER_B,131,0.0764,0.525
1783466314,TOWER_A,273,0.1546,0.632
1783466315,TOWER_B,105,0.0581,0.255
1783466316,TOWER_A,177,0.1003,0.584
1783466317,TOWER_B,62,0.05,0.244
1783466318,TOWER_A,291,0.1825,1.381
1783466319,TOWER_B,84,0.0656,0.178
1783466320,TOWER_A,307,0.1745,0.643
1783466321,TOWER_B,85,0.0515,0.355
1783466322,TOWER_A,316,0.1924,1.474
1783466323,TOWER_B,123,0.08,0.299
1783466324,TOWER_A,334,0.1838,0.675
1783466325,TOWER_B,142,0.05,0.709
1783466326,TOWER_A,161,0.1033,0.765
1783466327,TOWER_B,83,0.0684,0.232
1783466328,TOWER_A,318,0.1714,1.335
1783466329,TOWER_B,73,0.05,0.293
1783466330,TOWER_A,468,0.2787,1.275
1783466331,TOWER_B,102,0.0757,0.483
1783466332,TOWER_A,255,0.1246,0.938
1783466333,TOWER_B,76,0.0517,0.213
1783466334,TOWER_A,403,0.2148,1.255
1783466335,TOWER_B,122,0.0747,0.256
1783466336,TOWER_A,247,0.1651,0.519
1783466337,TOWER_B,122,0.0772,0.461
1783466338,TOWER_A,268,0.1364,0.612
1783466339,TOWER_B,123,0.0576,0.33
1783466340,TOWER_A,375,0.2479,0.921
1783466341,TOWER_B,61,0.0594,0.206
1783466342,TOWER_A,301,0.1585,0.997
1783466343,TOWER_B,64,0.05,0.175
1783466344,TOWER_A,352,0.1887,1.013
1783466345,TOWER_B,52,0.05,0.248
1783466346,TOWER_A,312,0.1892,0.93
1783466347,TOWER_B,77,0.0531,0.33
1783466348,TOWER_A,446,0.2618,1.913
